Username,ID,SurveyDate,Level,Wins,Title,Effect,Pet,Death,GearEquipped,VIP
0hlots,248606148,2025/01/12,74,5549,n,,,,Ghost,"Flower Feet | Cupcake Launcher | Tiger Friend | Ticket Launcher | Winter Snowfall"
lamees10star,157587505,2024/06/18,74,5548,n,,,Tall Friend,Shark Attack,"Dragonshead Cannon | Fake C4 | Killer Whale Launcher | Chicken Gun | Shark Launcher | Christmas Tree Launcher | Egg Locater | Ink Launcher | Megagavel | Stop Hitting Yourself"
0AmberK,981339569,2024/09/14,74,5548,n,.,Sprinkling Snowflakes,,,"Disguise Watch | The Fiery Sun | Marching Drum"
44rumi,667928444,2024/09/05,74,5547,y,Cute,,Fluffy Unicorn,Abduct,"Pinata Bat | Clown Gun | Fire Extinguisher"
hallowsevo,185061291,2024/12/01,74,5547,y,Charismatic,Golden Rays,,Big Bunny,"Pumpkin Staff | Spider Flinger | Bonk Bat | Flower Feet | Metal Guitar | Cursed Mummy Friend"
vxviddreamss,161916221,2024/09/21,74,5547,n,INSOMNIAC,,,Ragdoll,"Fake C4 | Foam Finger | Plunger Launcher | Stop Hitting Yourself | Metal Guitar | Bunch of Balloons"
XxThePrincess_FatYxX,970439792,2025/01/03,74,5547,n,Cute,Floating Flower,Winter Fairy,Comic Thwack,"Snowball Cannon | Otherworldly Sceptre | Bauble Detector"
hami_gummi,472000533,2024/06/08,74,5547,n,,,,Pop,"Goblet | Eggshot"
RosalineWillows,1380545230,2024/12/24,74,5544,n,Diabolical,Red flame,,The Claw,"Stop Hitting Yourself | Laser Finger Pointers | Fake C4 | Vine Staff | Metal Guitar | Dragonshead Cannon | Cymbals | Saxophone | Staff of the Woodlands"
darkfoxygirl782,335053092,2024/08/10,74,5544,n,barcode,Watchful Eye,Big Friendly Bee,Abduct,"Beach Staff | Rainbow Fireworks | Pest Hammer | Red Stratobloxxer | Ink Launcher | Otherworldly Sceptre"
PlantsVSZombiesTFban,2848342816,2024/10/14,74,5544,n,Cute,Fairy Wings,Catalyst,Drop Stars,"Stop Hitting Yourself | Staff of Neverending Frost | The Celebrator | Otherworldly Sceptre | Megagavel | Torch | Dragonshead Cannon"
kvaylei,840717199,2024/08/18,74,5543,y,,,,,""
Lixigni,1578694465,2025/01/18,74,5543,n,:-),Tinsel Ring,Dazzling Heart,Lightning,"Laser Finger Pointers | April Showers | Disguise Watch | Marching Drum | Monster Mash | Ink Launcher | Magical Umbrella | Stop Hitting Yourself | Cymbals | Chicken Gun | Silly Guitar | Lightning Wand | Atmoblaster 777 | Tambourine | Killer Whale Launcher | Santa | Metal Guitar | Speech Bubble | Dance Potion | Wooden Sword | Green Epicsauce | Red Stratobloxxer | Moneybag | Moonwalk Potion | Soul Lantern | Dragonshead Cannon | Jingle Bells | Saxophone | Didgeridoo"
gui09661,853197902,2025/01/21,74,5542,n,Royal,Festive Tree,Star Buddy,Lightning,"Witches Brew | RedBLOX | Misfortune Cookie | Throwing Barrel | EPIC Stamper | Ice Cream | Dance Potion | Monster Mash | Squid Launcher | Egg Locater | Otherworldly Sceptre | Ink Launcher | Egg Hammer | Magical Umbrella | Epic Popper | Pest Hammer | Saxophone | Science Project: Volcano | Dragonshead Cannon | Bauble Detector | Earth Horn | Subspace Debonair Disguise | 8-Bit Ninja Stars | Disguise Watch | Chocolate Milk | Flower Crossbow | Teddy Bloxpin | Retro Candy | Metal Guitar | Red Balloon | The Fiery Sun | Wooden Sword | Item of Sentiment | Stop Hitting Yourself | Ghost Bag | Soul Lantern | Pirate Hook | Pumpkin Gun | Epiczza | Discus | Spray Paint | Ra'k Guitar | Neon Throwing Stars"
Evericy,92817482,2025/01/24,74,5539,n,Princess,Floating Flower,,Bouncy,"Laser Finger Pointers | Panda Friend | Apple Pie | Dance Potion | Item of Sentiment | Monster Friend | Throwing Spork | Egg Locater | Sign: This Is NOT Epic | Flower Feet | Chocolate Milk | Saxophone | Cake | Waffle | Clown Bomb | Halloween Sparkler | Tambourine | Big Flower | Red Stratobloxxer | Moonwalk Potion | Ghost Bag | Bunch of Balloons | Starfish Shuriken | Whoopee Cushion | Cursed Mummy Friend | Lightblox Jar | Witches Brew | RedBLOX | Basketball | Misfortune Cookie | Fire Extinguisher | Foam Finger | Protest Sign: Pro Fake Mustache | Space Sandwich | Eggshot | Chocolate Bunny | Slingshot | Marching Drum | Didgeridoo | Squid Launcher | Pumpkin Bucket | Tom's Beans | Flute | Frost Potion | Chimp Friend | Chameleon Potion | Taco | Pizza | Latke | Sparkler | Torch | Pirate Juice | Magical Horseshoe | Hot Dog | Starblox Latte | Staff of the Woodlands | Dragonshead Cannon | Bloxxy Radar | Cymbals | Face Off Potion | Compass | Fortune Telling Eight Ball | Green Epicsauce | Metal Guitar | Protest Sign: Eggs are for eating | Cherry Pie | Marshmallow Chirp | Zombie Protest Sign | Teddy Bloxpin | Bloxiade | Smore | Roblox Snowglobe | Bug Net | Ancient Firecracker | Wooden Sword | Drone | Science Project: Volcano | R-80 | 2019 Fireworks | Bloxilicious Bubble Gum | Watermelon | Bugle | Spray Paint | Spinning Robot Helmet | Noob Pop | BANG! | Ra'k Guitar | 2018 Fireworks"
justliza_45,2588574596,2024/12/02,74,5539,y,,,,Mined,"Staff of the Woodlands | Killer Whale Launcher | Vine Staff | Shark Launcher | Atmoblaster 777 | Flower Crossbow"
me_n0b0dy,2202700395,2024/10/24,74,5537,n,,,Something Dark Within,Disappear,"Stop Hitting Yourself | Soul Lantern | Otherworldly Sceptre | Staff of the Woodlands"
ChickenRainbows2,180196744,2025/01/15,74,5537,n,Cold,Sprinkling Snowflakes,Arctic Wolf,Shatter,"Snowball Cannon | Bauble Detector"
aiyanaarms,1214839740,2025/02/01,74,5537,y,Kawaii,,Little Bunny,Big Bunny,"RC Tank | Panda Friend | Monster Friend | Halloween Sparkler | Santa | Cursed Mummy Friend | Bauble Detector | Banjo | Ra'k Guitar | Megagavel | Breath of Ice | A Very Special Monster | Victrola | Slurpee | Tiger Warrior Club | Rainbow Fireworks | Boba Tea | Selfie Stick | Stop Hitting Yourself | Soul Lantern | Smashing Drum | Party Horn | Pumpkin Gun | Tiger Friend | Inflatable Saxophone | Bandit Dog | Protest Sign: Pro Fake Mustache | Caltrops"
Chicgamer781,146204614,2024/12/25,74,5536,n,Wealthy,,Rainbow Phoenix,,"Epicsauce | Basketball | April Showers | Clown Bomb | Throwing Barrel | Staff of the Woodlands | Disguise Watch | Dragonshead Cannon | Ultra-Flat Spray Paint | Witches Brew | Bauble Detector | Frost Potion | Red Stratobloxxer | Green Epicsauce | Flower Feet | Bunch of Balloons | Protest Sign: Noobs | Sparkler | Torch | Stop Hitting Yourself | Magical Horseshoe | BANG! | Magic Dragon | Didgeridoo"
TheyCallMeMinee,529536721,2024/11/09,74,5536,y,Nametag,Purple Lightning Storm,Evil Duck,,"Stop Hitting Yourself | Egg Locater | Metal Detector | Christmas Tree Lights | Staff of the Woodlands | Dragonshead Cannon | Bonk Bat | Item of Sentiment | Big Flower"
Alpha_Aloysius,517169077,2024/11/10,74,5534,y,shrugface,Cats,Polygonal Snowman,Avalanche,"Laser Finger Pointers | Annoying Elf | Panda Friend | Frosted Santa | Carnagecopia | Monster Friend | Otherworldly Sceptre | Flower Feet | Chocolate Milk | Saxophone | Pumpkin Bucket | Snowman Gun | Ham Bone | Protest Sign: Egg Hunt Nao | Santa | Big Flower | Staff of Sparks | Ghost Bag | Slush Cannon | Cursed Mummy Friend | Witches Brew | RedBLOX | Basketball | Fake C4 | Fire Extinguisher | Chocolate Bunny | Throwing Barrel | TOMATOES! | Marching Drum | Skeleton Foam Finger | Squid Launcher | Tom's Beans | Frost Potion | Pizza | Red Foam Finger | Chameleon Potion | Torch | Pirate Juice | Noob Hot Chocolate | Pest Hammer | Starblox Latte | RAIG Table | Skele-tar | Silly Guitar | Smore | Marshmallow Chirp | Frosty the Snowfriend | Bloxiade | Metal Guitar | Rolling Pin | Shade Potion | Green Epicsauce | Soul Lantern | Spinning Robot Helmet | Jingle Bells | Snowball | Spider Flinger | Disguise Watch | Apple Pie | Dance Potion | Item of Sentiment | The Christmas Creep | Throwing Spork | Egg Locater | Ink Launcher | Sign: This Is NOT Epic | Noise Maker | Stop Hitting Yourself | A Very Special Monster | Waffle | Bug Net | Staff of Neverending Frost | Tambourine | Spooky Guitar | Red Stratobloxxer | Moonwalk Potion | Festive Plungers | Slingshot | Chicken Gun | Chick Horde | Slurpee | BANG! | Whoopee Cushion | Ghost Potion | Lightblox Jar | Fortune Telling Eight Ball | Bloxilicious Bubble Gum | Geolocator | Christmas Tree Lights | Protest Sign: Noobs | Watermelon | Haunted Pizza | Ice Cream | R-80 | Robo Companion | Noob Pop | Sign: This Is Epic | Zombie Protest Sign | Monster Mash | Blue Throwing Barrel | Ancient Firecracker | Goblet | Red Pirate Juice | Foam Finger | Hot Dog | Chimp Friend | Compass | Taco | Metal Detector | Blueberry Pie | Bonk Bat | Magical Umbrella | Bloxxy Radar | Magical Horseshoe | Pumpkin Gun | Piggybank | Science Project: Volcano | Dragonshead Cannon | Hot Chocolate | Cymbals | Bauble Staff | Eggstaff | Clown Bomb | Earth Horn | Face Off Potion | Science Project: Potato | Cherry Pie | Staff of the Woodlands | Giant Ninja Star | Teddy Bloxpin | Retro Candy | Flower Crossbow | Roblox Snowglobe | Speech Bubble | Winter Snowfall | Eggshot | Ultra-Flat Spray Paint | Christmas Cookie | Latke | Halloween Sparkler | Misfortune Cookie | Flute | Bugle | April Showers | Shark Launcher | Didgeridoo | Tiger Warrior Club | Protest Sign: Eggs are for eating | Rainbow Fireworks"
ivyychloe,165738959,2025/02/06,74,5532,y,Nametag,Rainbow Sparkles,Carol the Crab,Big Bunny,"Stop Hitting Yourself | Science Project: Volcano | Pumpkin Gun | Helen The Hiphipapotamus | Vine Staff | Mega Mallet"
jennjungsoomin,1804803325,2024/05/04,74,5532,n,Evil,Red Anime Aura,,,"Staff of the Woodlands"
cloudyvskys,185539940,2025/02/03,74,5530,n,:-),Zzzz,,,"Epicsauce | Eggshot | Eggstaff | Confetti Cannon | Chimp Friend | Chocolate Bunny | Taco | Clown Bomb | Protest Sign: Egg Hunt Nao | Protest Sign: Noobs | Protest Sign: Eggs are for eating | Metal Detector | Dance Potion | Drone | Starblox Latte | Stop Hitting Yourself"
sanguinaryboy,56968765,2024/08/04,74,5529,y,Disestablishmentarianist,,Little Kangaroo,Ascend,"Monster Mash | Bacon Frying Pan | Protest Sign: Save the Noobs | Anubis Staff | iLift Three | Menacing Mage Energy Ball | Game Studio Executive Briefcase | Mega Mallet | Steampunk Zapper | Vine Staff | Personal Fighter Jets | Throwing Bolts"
m9w5TM9Knw9KG7Wq2psU,1700606737,2024/09/28,74,5529,y,,,,,"Ham Bone | Clown Gun | Zee's Cotton Candy | Sakura Parasol | Boba Tea | Pink Coconut Drink"
kill4spree,115673270,2025/01/30,74,5528,y,,,Haunted Cheezburger,Ascend,"Alpaca Plushie | Megagavel | Sea Sorcerer Staff | Witches Brew | Ghost Potion | Jack Frost | Skelefriend | Pumpkin Gun | Mega Mallet | Steampunk Zapper | Ra'k Guitar"
Ellertae1,2670159643,2024/09/01,74,5528,n,Princess,Hearts,Valentine's Bear,Abduct,"Stop Hitting Yourself | Big Flower"
Celestr1a,1327550450,2024/11/07,74,5526,n,Patient,Chickens,Green Soul,Explode,"Metal Guitar | Torch | Saxophone | Pumpkin Gun"
hl4446,454989295,2025/02/12,74,5525,n,,,,Water Drop,"Chicken Gun | Alpaca Plushie | Shark Launcher | Carnagecopia | Megagavel | Epic Popper | Skull Gun | Staff of Neverending Frost | Crab Horde | Big Flower | Sonic Boom Tuba | Microphone | Marching Drum | Snowball Cannon | Item of Sentiment | Helen The Hiphipapotamus | Killer Whale Launcher | Mega Mallet | Pool Noodle | Rolling Pin | Metal Guitar | Selfie Stick | Nunchucks | Stop Hitting Yourself | Snowball Launcher | Annoying Elf | Flowersplosian | Super Slash Cat Claws"
John48kdk,1089067560,2024/04/01,74,5525,y,Stellar,Corrupted Aura,Epic Egg,Disco,"Dragonshead Cannon | Item of Sentiment | Moneybag | Eggstaff | Soul Lantern | Egg Hammer | Staff of the Woodlands"
Superlativum,1705082406,2025/02/08,74,5524,n,,,,Firecracker,"Alpaca Plushie | Bandit Dog | Earth's Might Staff | Slurpee | Lollipop Cat | Bloxxy Radar | Staff of the Woodlands | Hand Cannon | Mega Mallet"
sniuffle,172535217,2024/11/08,74,5524,n,Delicate,,,Lovely Explosion,"Skeleton Foam Finger | Egg Locater | Staff of the Woodlands | Teddy Bloxpin | Latke | Magical Umbrella | Cursed Mummy Friend"
UnicornWonderSpring,553067171,2024/12/13,74,5523,n,3rd Seasoneer,,,Ghost,"Staff of the Woodlands | Soul Lantern"
emo_bro,509712152,2024/07/23,74,5522,n,,,,Pop,"Stop Hitting Yourself | Clown Gun | Chicken Gun | Staff of the Woodlands"
shizuria,239738109,2025/01/29,74,5521,y,:-),,Halrog,Lovely Explosion,"Laser Finger Pointers | Annoying Elf | Slateskin Potion | Carnagecopia | Monster Friend | Flower Feet | Exploding Heart | Epic Popper | Chocolate Milk | Saxophone | Epicsauce | Protest Sign: Blame John | Pumpkin Bucket | Halloween Sparkler | Ham Bone | Instant Snowman | Protest Sign: Egg Hunt Nao | Santa | Big Flower | Staff of Sparks | Green Balloon | Ghost Bag | Bunch of Balloons | Clown Gun | Cursed Mummy Friend | Frisbee | Witches Brew | RedBLOX | Basketball | Fake C4 | April Showers | Foam Finger | TOMATOES! | Marching Drum | Skeleton Foam Finger | Tom's Beans | Frost Potion | Pizza | Red Foam Finger | Chameleon Potion | Protest Sign: Touch Grass | Hot Dog | Pest Hammer | Starblox Latte | Fortune Telling Eight Ball | Silly Guitar | Protest Sign: Eggs are for eating | Marshmallow Chirp | Frosty the Snowfriend | Metal Guitar | Rolling Pin | Confetti Cannon | Green Epicsauce | Soul Lantern | Spinning Robot Helmet | Jingle Bells | Snowball | Haunted Pizza | Disguise Watch | Frying Pan | Blue Throwing Barrel | Alpaca Plushie | Dance Potion | Item of Sentiment | The Christmas Creep | Eggshot | Egg Locater | Ink Launcher | Sign: This Is NOT Epic | Liberty Torch | Noise Maker | Stop Hitting Yourself | Cake | A Very Special Monster | Waffle | Director's Clapboard | Tambourine | Space Sandwich | Princess Sceptor | The Celebrator | Spooky Guitar | Red Stratobloxxer | Moonwalk Potion | Stardust Mooncaster | Slurpee | Spray Paint | Poison Picnic | Didgeridoo | Lucky Harp | Bloxilicious Bubble Gum | Police Badge | Victrola | Protest Sign: Save the Noobs | Guitarmy | Sign: This Is Epic | Ice Cream | Vine Staff | Shark Launcher | Monster Mash | Love Hurts Ray Gun | Bighead Potion | Frosted Santa | Red Pirate Juice | Protest Sign: Noobs | Christmas Cookie | Chocolate Bunny | Throwing Spork | R-80 | AFK Sign | Bloxxy Radar | Drone | Magical Umbrella | Ghost Potion | Bonk Bat | Staff of the Woodlands | Party Horn | Science Project: Volcano | Dragonshead Cannon | Hot Chocolate | Cymbals | Pinata Bat | Earth Horn | Double Cheezburger | Eggstaff | Goblet | Bug Net | Cherry Pie | Clown Bomb | Face Off Potion | Teddy Bloxpin | Lightning Wand | Crowbar | Roblox Snowglobe | Lightblox Jar | Winter Snowfall | Pumpkin Gun | Ultra-Flat Spray Paint | Zombie Protest Sign | Ancient Firecracker | Metal Detector | Misfortune Cookie | Flute | Bugle | Noob Pop | Epiczza | Apple Pie | BANG! | Christmas Tree Lights | Chick Horde"
Oooooooajbsv,3704713745,2025/01/15,74,5520,n,,,,Skeletonize,"Poison Picnic | Staff of the Woodlands | Neon Laser Launcher"
mistersouppp,135893530,2025/02/15,74,5520,y,,,,Curse,""
Yuu_Insanity,1440724696,2024/10/04,74,5520,n,shrugface,Crystalized,Threatening Goose,,"RedBLOX | Police Badge | Baseball Bat | Otherworldly Sceptre | AFK Sign | Megagavel | Staff of the Woodlands | Earth Horn | Soul Lantern | Rainbow Fireworks"
unrealiez,1516982831,2025/02/01,74,5519,n,,,Arctic Wolf,Comic Thwack,"Frosted Santa | Icicle Cannon | Stop Hitting Yourself | Crab Horde | Noob Pop | Science Project: Volcano | Inflatable Saxophone | Ceramic Potion | Selfie Stick"
itsautumn8,2638290393,2024/12/26,74,5519,y,Festive,Festive Tree,Gingerbread Man,Top of Tree,"Bauble Detector | Snowball Cannon"
qimpmommy,1400733849,2024/11/11,74,5518,n,.,Floating Flower,,,"Teddy Bloxpin | Mega Mallet"
L0VESPELLx,2651363360,2024/09/08,74,5517,n,.,,,,"Alpaca Plushie | Otherworldly Sceptre | Ink Launcher | Hedgehog Friend"
MsOnigiri,1095348873,2024/09/06,74,5517,n,Evil,Musical Barrier,Rudolph the Reindeer,Skeletonize,"Stop Hitting Yourself | Staff of the Woodlands"
Omillpr,447671801,2024/05/11,74,5516,y,.,,,Vanish,"Crab Horde | Flute | Shark Launcher | Nunchucks | Chocolate Milk"
PrincessBabykins,269209392,2024/09/25,74,5515,n,Angelic,Light Sprite,,Abduct,"Laser Finger Pointers | Ice Cream | Spray Paint | Chocolate Milk | Big Flower"
nriki05,2532968928,2025/02/01,74,5514,n,,,Little Kangaroo,Pedestrian,"PE Whistle | Alpaca Plushie | Super Slash Cat Claws | Spray Paint | Meteor Staff | Anubis Staff | Bighead Potion | Mega Mallet | Banana Peel"
bensfiance,509131062,2024/09/21,74,5512,n,INSOMNIAC,Smoke,,Spaghettificate,"Dragonshead Cannon | Fake C4 | Killer Whale Launcher | Soul Lantern | Laser Finger Pointers | Item of Sentiment | Staff of the Woodlands"
addictedtoxhs,1036351828,2024/12/13,74,5512,y,,,Dazzling Heart,Vanish,"Boba Tea | Disguise Watch | Alpaca Plushie | Cake | Lollipop Cat | Party Horn | Helen The Hiphipapotamus | Mega Mallet"
neonpuppycatlover,477904586,2024/06/03,74,5511,n,.,Steam Ring,Octavius the Octopus,Pop,"Starfish | Item of Sentiment | Chick Horde | Otherworldly Sceptre | R-80"
CheeseMaster_720,998416034,2024/11/30,74,5510,y,Overseer,Watchful Eye,Lil Obsy,Halrog of Prey,"NoobTube | Spider Flinger | Icicle Cannon | Item of Sentiment | Bacon Frying Pan | Otherworldly Sceptre | Megagavel | Bighead Potion | Epic Popper | Throwing Bolts | Yellow Snowball | Epicsauce | Crab Horde | Green Balloon | RoVacuum | Beach Staff | RedBLOX | Basketball | Noob Pop | TOMATOES! | Big Stick | Tom's Beans | Caltrops | Tiger Warrior Club | Chicken Gun | AFK Sign | Personal Fighter Jets | War Rocks | Bonk Bat | Anubis Staff | Bacon Launcher | Banjo | Steampunk Zapper | Pinata Bat | Beach Ball | Boxing Glove Launcher | Starfish | Protest Sign: Save the Noobs | Bouquet of Pain Throwing Stars | Noob Hot Chocolate | Stop Hitting Yourself | Tennis Racket | iLift Three | Nunchucks | Soul Lantern | Epiczza | BANG!"
BeautyLatinaMommy,5449385185,2024/12/30,74,5509,y,Hyperborean,North Star,Winter Fairy,Drop Stars,"Frosted Santa | Otherworldly Sceptre | Bundle of TNT | Pest Hammer | Protest: More Gear Nao | Staff of Neverending Frost | Snowman Gun | Snowball Launcher | Spell Book of Ice Cold Revenge | Snowball Cannon | Pool Noodle | Present Basket | Neon Throwing Stars | Protest Sign: Pro Fake Mustache | Caltrops"
ArthurMorganRrddrr,2271112660,2025/02/20,74,5509,n,,Black flame,,Skeletonize,"RC Tank | Neon Laser Launcher | Panda Friend | Chicken Gun | Super Slash Cat Claws | Bacon Frying Pan | Pumpkin Bucket | Halloween Sparkler | Ham Bone | Flowersplosian | Bundle of TNT | Big Flower | Skeleton Foam Finger | Squid Launcher | Bauble Detector | Pizza | Noob Hot Chocolate | Pest Hammer | Helper Cannon | Silly Guitar | The Fiery Sun | Shade Potion | Soul Lantern | Banana Peel | Disguise Watch | The Christmas Creep | Brighteyes's Sparkling Shillelagh | Ink Launcher | Megagavel | Ghost Potion | Stop Hitting Yourself | Cake | Waffle | Earth's Might Staff | Poison Picnic | Lightblox Jar | Caltrops | Bacon Launcher | Banjo | Annoying Elf | Snowball Launcher | Laser Finger Pointers | Snowball Cannon | Vine Staff | AFK Sign | Magical Umbrella | Flower Crossbow | Snowman Gun | Pumpkin Gun | Dragonshead Cannon | Double Cheezburger | Earth Horn | Metal Guitar | Teddy Bloxpin | Fake C4 | Present Basket | R-80 | Neon Throwing Stars | Bugle | Frosted Santa | Pom-Poms | Bighead Potion | Spell Book of Ice Cold Revenge"
DavidLamour333,96104703,2024/09/04,74,5508,n,Magician,Watermelons,Duck,Abduct,"Snowball | Panda Friend | Disguise Watch | Apple Pie | Dance Potion | Compass | Monster Friend | Throwing Spork | Flower Feet | Chocolate Milk | Saxophone | Epicsauce | Cake | Waffle | Clown Bomb | Bug Net | Goblet | Space Sandwich | Santa | Cowbell | Red Stratobloxxer | Moonwalk Potion | Bunch of Balloons | Whoopee Cushion | Didgeridoo | Witches Brew | Bloxilicious Bubble Gum | Basketball | Fake C4 | April Showers | Chocolate Bunny | Throwing Barrel | Ice Cream | Marching Drum | Monster Mash | R-80 | Tom's Beans | Hot Chocolate | Protest Sign: Eggs are for eating | Chimp Friend | Bloxxy Radar | Taco | Metal Detector | Ancient Firecracker | Sparkler | Hot Dog | Pirate Juice | Bugle | Lightblox Jar | Magic Dragon | Staff of the Woodlands | Dragonshead Cannon | Stop Hitting Yourself | Cymbals | RedBLOX | Eggstaff | Fortune Telling Eight Ball | Noise Maker | Item of Sentiment | Silly Guitar | Cherry Pie | Marshmallow Chirp | Foam Finger | Teddy Bloxpin | Bloxiade | Face Off Potion | Metal Guitar | Rolling Pin | Magical Umbrella | Wooden Sword | Ultra-Flat Spray Paint | Pizza | Green Epicsauce | Smore | Slingshot | Flute | Protest Sign: Noobs | Torch | Spinning Robot Helmet | Starblox Latte | BANG! | Latke | Watermelon"
